Cog,CommunicationState,Latitude,Longitude,MessageID,NavigationalStatus,PositionAccuracy,Raim,RateOfTurn,RepeatIndicator,Sog,Spare,SpecialManoeuvreIndicator,Timestamp,TrueHeading,UserID,Valid
219,59916,61.13315166666666,21.44138,1,0,"false","false",0,0,0,0,0,17,314,276776000,"true"
320.8,59916,24.516450000000003,118.23841833333333,3,1,"false","false",0,0,1,0,0,0,511,412361620,"true"
140.8,59916,24.304538333333333,118.24792000000001,1,0,"false","false",0,0,10.1,0,0,9,139,413515730,"true"
169.1,59916,50.53923333333333,-1.8688933333333333,1,0,"true","false",-6,0,14.8,0,0,11,165,227289000,"true"
360,59916,53.00647666666667,158.64328166666667,3,5,"true","true",-128,0,0,0,0,11,511,273183700,"true"
85.4,59916,51.829460000000005,4.526488333333333,3,0,"true","true",-128,0,8.5,0,0,12,511,244690296,"true"
167.1,59916,-33.91838666666667,18.437393333333333,1,0,"false","false",-128,0,0,0,0,9,195,416004708,"true"
258.9,59916,36.990165000000005,126.72708666666668,1,0,"false","true",0,0,0,0,0,13,107,441308000,"true"
0,59916,56.05668333333333,-3.232466666666667,3,5,"true","false",0,0,0,0,0,13,244,235066953,"true"
0,59916,53.31019833333333,6.849366666666667,1,15,"false","false",-128,0,0,0,0,12,511,244780050,"true"
110.9,59916,49.45444,0.17206833333333332,3,5,"true","false",0,0,0,0,0,11,188,228373800,"true"
360,59916,59.45008166666666,24.670191666666664,3,1,"true","true",0,0,0,0,0,10,347,209657000,"true"
23,59916,-33.85103,151.2629,1,15,"false","false",127,0,22.2,0,0,11,30,503057290,"true"
360,59916,51.88923,4.312985,1,0,"true","true",-128,0,0,0,0,12,511,244790539,"true"
360,59916,51.07868666666666,6.8520199999999996,3,5,"true","true",-128,0,0,0,1,12,511,211510980,"true"
40.4,59916,53.521498333333334,8.133925,3,5,"true","false",-128,0,0,0,0,11,511,211212410,"true"
360,59916,52.33178,5.070486666666667,1,0,"true","true",-128,0,0,0,0,12,511,244780862,"true"
195.3,59916,41.301183333333334,2.15818,3,5,"false","false",0,0,0,0,0,11,35,224882000,"true"
352.9,59916,52.796058333333335,7.249036666666667,1,0,"true","false",0,0,0,0,1,5,134,211776650,"true"
360,59916,51.88735833333333,5.44124,3,5,"true","true",-128,0,0,0,0,12,511,244870437,"true"
360,59916,43.048856666666666,131.92908666666668,3,5,"false","false",0,0,0,0,0,12,168,273610060,"true"
318,59916,25.01353333333333,55.045766666666665,1,5,"true","false",0,0,3.8,0,0,11,327,419001755,"true"
360,59916,52.41820166666666,5.221625,3,0,"false","false",-128,0,0,0,0,12,511,244670587,"true"
215.3,59916,24.207403333333332,118.34466333333333,1,0,"false","false",-128,0,8.7,0,0,9,511,413246820,"true"
197,59916,24.335266666666666,118.20952000000001,3,1,"true","true",0,0,0,0,0,10,88,413278790,"true"
301.6,59916,23.903291666666668,117.737795,3,1,"true","false",0,0,0,0,0,7,98,413708070,"true"
259.1,59916,24.21297333333333,118.15065333333334,3,15,"false","true",-128,0,0.9,0,0,10,511,412123456,"true"
305.5,59916,-41.28130833333333,174.78139166666668,3,15,"false","false",0,0,0,0,0,24,348,512000322,"true"
230.4,59916,59.88234166666667,26.243636666666664,1,0,"false","false",0,0,8.6,0,0,17,228,305967000,"true"
360,59916,24.43235,117.86864,3,0,"true","true",-128,0,0,0,0,11,511,413705620,"true"
304.3,59916,35.54375666666667,140.08496666666667,3,0,"false","false",127,0,2,0,0,10,320,431012675,"true"
47.6,59916,51.50745833333334,0.0068783333333333335,1,0,"false","true",-128,0,0,0,0,12,511,235053187,"true"
66,59916,1.2662066666666665,103.90042166666667,1,0,"false","false",17,0,8,0,0,13,73,566841000,"true"
90.1,59916,51.283815,4.250145,3,0,"false","false",0,0,1.2,0,0,13,220,636020902,"true"
275.5,59916,37.77062166666666,-122.29946,3,0,"false","false",-128,0,0,0,0,41,511,367786010,"true"
0,59916,42.23019,-8.736655,1,0,"true","true",0,0,0,0,0,12,116,654048710,"true"
360,59916,38.25409166666667,20.64885,1,15,"true","true",-128,0,0.1,0,0,11,511,240207600,"true"
194.4,59916,44.41679833333333,8.834865,3,5,"false","false",0,0,0.1,0,0,11,286,319131600,"true"
10.2,59916,52.46051166666667,4.568451666666666,3,5,"false","false",9,0,0,0,0,14,23,247356400,"true"
214.8,59916,55.51607,12.736116666666668,1,0,"false","false",6,0,14,0,0,11,511,265518160,"true"
75.6,59916,30.04587666666667,-90.52759333333333,3,0,"true","false",-127,0,0.7,0,0,10,258,367362460,"true"
88.3,59916,54.520935,18.553293333333333,3,5,"true","true",0,0,0,0,0,12,355,261002065,"true"
360,59916,51.90234833333333,4.589535,3,5,"true","true",-128,0,0,0,0,12,511,244140833,"true"
253.6,59916,-20.632383333333333,116.74994666666666,3,0,"false","false",127,0,1.2,0,0,9,186,538008898,"true"
107,59916,-20.635838333333332,116.73890166666666,1,0,"true","true",127,0,0.7,0,0,12,86,503036460,"true"
337.2,59916,40.41780333333334,-74.03515833333333,3,5,"false","true",-128,0,0,0,0,13,511,338025179,"true"
0,59916,-34.895383333333335,-56.21691166666667,1,0,"true","true",-128,0,0,0,0,11,511,441404000,"true"
89.8,59916,51.97777166666666,4.999998333333334,1,0,"false","false",-128,0,7.4,0,1,12,511,205549490,"true"
184.5,59916,46.15340666666667,-123.37710833333334,1,0,"true","true",-128,2,0,0,0,10,511,367653630,"true"
360,59916,51.817858333333334,4.684365,3,5,"true","true",-128,0,0,0,0,12,511,211128410,"true"
263.9,59916,24.538936666666665,118.51634833333333,3,1,"false","false",0,0,0.1,0,0,12,116,413377440,"true"
309,59916,53.580760000000005,-0.070885,3,5,"true","false",0,0,0,0,0,11,206,219028352,"true"
302.1,59916,46.2015,-123.38756666666667,1,0,"true","false",0,1,0,0,0,11,233,367001790,"true"
360,59916,22.314958333333333,114.19543999999999,1,0,"true","true",-128,0,0,0,0,12,511,477996235,"true"
360,59916,14.534653333333333,120.95613333333334,3,5,"true","true",-128,0,0,0,0,12,511,412366360,"true"
259.8,59916,54.31341833333333,10.133546666666666,3,5,"false","false",0,0,0,0,0,13,111,211222680,"true"
79.1,59916,43.539761666666664,7.032328333333334,3,5,"true","false",0,0,0,0,0,12,300,319077800,"true"
189.5,59916,37.95408333333333,23.589091666666665,3,5,"false","false",0,0,0,0,0,12,349,563159400,"true"
225.7,59916,46.16771166666667,-72.93373666666666,1,0,"true","false",-9,0,10.7,0,0,11,225,316036089,"true"
344.4,59916,69.57835333333334,17.73296333333333,1,0,"false","false",0,0,2.3,0,0,12,331,257944500,"true"
28,59916,63.76030333333333,8.450058333333333,3,0,"true","false",0,0,0.1,0,0,11,246,258729000,"true"
157.3,59916,65.783445,12.592381666666666,1,0,"true","false",-11,0,0,0,0,11,8,257069260,"true"
317,59916,59.11915666666666,9.620735,1,0,"false","false",0,0,0,0,0,11,5,257646000,"true"
169.4,59916,66.59257166666666,12.65892,1,0,"false","false",4,0,0,0,0,12,511,257126190,"true"
49.1,59916,68.08812,15.16409,1,7,"true","false",0,0,9.6,0,0,13,51,257214000,"true"
276.1,59916,35.358531666666664,139.89326666666665,1,15,"false","false",0,0,0,0,0,12,333,431015291,"true"
11.6,59916,47.588575,-122.35726833333334,1,0,"false","false",0,0,0,0,0,13,359,366710820,"true"
5.5,59916,53.37027333333333,14.594433333333335,2,0,"true","true",-128,0,0,0,0,12,511,261183360,"true"
320.7,59916,14.54806,120.92685333333334,1,0,"true","false",0,0,0,0,0,12,19,542675110,"true"
360,59916,52.69766333333334,5.289933333333334,3,5,"false","false",-128,0,0,0,0,12,511,244710171,"true"
12,59916,47.588575,-122.35726666666666,3,0,"false","false",0,0,0,0,0,60,359,366710820,"true"
46.7,59916,49.61196333333333,-0.39775,1,0,"true","true",0,0,4.3,0,0,12,26,227680790,"true"
360,59916,53.33534833333333,6.302271666666667,3,7,"false","false",0,0,0,0,0,12,301,211389510,"true"
352.4,59916,54.57743166666667,11.486685,3,0,"false","false",127,0,0.2,0,0,5,168,219018788,"true"
79,59916,51.23453166666666,-3.1695316666666664,3,5,"false","false",0,0,0,0,0,60,349,253532000,"true"
313.5,59916,40.63917666666667,-74.1584,1,0,"true","false",0,0,0,0,0,13,185,367605850,"true"
35,59916,57.32447666666667,-1.8402166666666666,1,0,"false","false",-127,0,12.9,0,0,12,34,235087121,"true"
296.4,59916,51.34799666666667,4.275773333333333,3,0,"true","false",0,0,0,0,0,13,289,244870671,"true"
122.3,59916,53.863746666666664,9.28556,3,3,"true","false",-127,0,1.5,0,0,13,117,205555000,"true"
360,59916,52.405809999999995,4.867668333333333,1,0,"true","true",-128,0,0,0,0,12,511,244001345,"true"
114.7,59916,54.64141666666667,-0.9821266666666666,1,0,"true","true",0,0,15,0,0,12,113,246899000,"true"
269.6,59916,52.588885,6.091723333333333,3,5,"true","true",-128,0,0,0,0,13,511,244750666,"true"
56.6,59916,54.52722000000001,18.645455000000002,3,1,"true","false",0,0,0,0,0,13,172,255806505,"true"
334,59916,-32.97553333333333,151.86596666666668,1,0,"false","false",0,0,2.7,0,0,13,350,210083000,"true"
9,59916,40.560245,-74.23008333333334,1,0,"false","false",-128,0,0,0,0,13,511,368028510,"true"
173.6,59916,60.27768833333334,5.145953333333334,3,0,"true","false",0,0,8.9,0,0,11,176,257882000,"true"
360,59916,59.327036666666665,18.075223333333334,1,15,"true","true",-128,0,0,0,0,13,511,265522680,"true"
233.7,59916,54.93274333333333,10.690326666666666,3,0,"false","false",0,0,8.6,0,0,12,231,219026197,"true"
280.7,59916,45.45908166666666,12.255023333333332,3,5,"false","false",0,0,0,0,0,11,119,246466000,"true"
360,59916,51.499406666666665,4.0540416666666665,3,0,"true","true",0,0,0,0,0,12,263,244870976,"true"
212.2,59916,51.408474999999996,3.5543683333333336,3,0,"false","false",-127,0,12,0,0,13,199,244169000,"true"
344.9,59916,51.910666666666664,4.4205000000000005,3,5,"true","true",0,0,0.1,0,0,12,213,276807000,"true"
265.5,59916,0.4475633333333333,127.97918666666666,3,1,"false","false",0,0,0,0,0,12,335,525119157,"true"
247,59916,-35.118915,-56.10505166666667,1,0,"false","false",3,0,12.6,0,0,13,248,255806495,"true"
307.6,59916,50.35988666666666,-4.121816666666667,3,5,"false","false",34,0,0,0,0,10,78,235008178,"true"
0,59916,22.566576666666666,120.31356166666666,1,7,"false","true",-128,0,0,0,0,12,511,416500000,"true"
264.5,59916,52.09788,4.260158333333333,3,5,"false","false",0,0,0,0,0,12,254,244454000,"true"
360,59916,59.05871,5.3985,1,0,"false","false",0,0,0,0,0,12,118,257000020,"true"
360,59916,55.04036,9.427293333333333,3,5,"true","false",0,0,0,0,0,13,164,209332000,"true"
229,59916,24.355151666666664,118.56066666666668,1,0,"false","false",0,0,9.5,0,0,12,228,413398010,"true"
64.2,59916,29.957628333333332,-90.05505666666666,1,0,"true","false",15,0,11.2,0,0,7,74,636019560,"true"
223.1,59916,53.888146666666664,9.183159999999999,3,0,"false","false",0,0,0,0,0,13,74,218393000,"true"
29.5,59916,29.936473333333332,-89.991395,1,12,"true","false",0,0,0,0,0,12,304,368123060,"true"
354.1,59916,51.840938333333334,-8.256179999999999,1,0,"false","false",0,0,0,0,0,12,242,250098000,"true"
86.2,59916,47.559083333333334,7.629763333333333,3,0,"true","true",0,0,2.2,0,1,13,85,244810759,"true"
180.4,59916,50.60746666666667,7.214708333333333,3,0,"true","true",-128,0,7.5,0,0,12,511,269057131,"true"
65.9,59916,56.146224999999994,-2.9014033333333336,3,3,"true","false",0,0,9.2,0,0,12,66,219146000,"true"
40.9,59916,-33.86965166666667,151.18175833333333,3,5,"false","false",0,0,0,0,0,11,162,503018980,"true"
360,59916,51.971273333333336,5.931978333333333,1,0,"true","true",-128,0,0,0,0,11,511,244660768,"true"
41.3,59916,1.2923916666666666,104.00419833333333,1,0,"false","false",0,0,0,0,0,13,279,563882000,"true"
317.8,59916,59.27153333333333,18.737111666666667,1,15,"true","false",0,0,0,0,0,13,103,265591570,"true"
345,59916,33.02122833333333,-117.98438,1,0,"true","false",0,0,1.8,0,0,1,353,241330000,"true"
5.5,59916,53.33083333333333,6.932248333333334,1,7,"true","true",-128,0,0,0,0,13,511,246104000,"true"
100.6,59916,57.71093166666667,-1.9303183333333334,1,0,"false","false",0,0,8.8,0,0,13,99,209272000,"true"
360,59916,-32.062455,115.74319333333332,3,0,"true","true",0,0,0,0,0,13,157,518873000,"true"
170.4,59916,53.63344666666667,-0.19110666666666667,3,5,"true","false",0,0,0,0,0,9,300,235023043,"true"
360,59916,37.942033333333335,23.669185000000002,3,5,"true","true",-128,0,0.1,0,0,13,511,240370900,"true"
330.4,59916,53.53377166666667,8.580651666666666,3,5,"true","false",0,0,0,0,0,12,511,211884660,"true"
353.4,59916,43.637445,-79.38913833333332,3,5,"false","false",0,0,0,0,0,10,158,316030796,"true"
360,59916,49.753265000000006,8.476078333333334,3,5,"false","true",-128,0,0,0,0,13,511,211531050,"true"
243.1,59916,-20.630746666666667,55.425351666666664,3,0,"false","false",0,0,10.6,0,0,12,248,373325000,"true"
356.2,59916,60.24916666666666,5.174573333333333,1,0,"true","false",0,0,0,0,0,12,235,257766500,"true"
338.3,59916,45.785819999999994,13.551216666666667,1,3,"true","true",-128,0,3.2,0,0,12,511,247405600,"true"
212,59916,31.911778333333334,-80.54092,3,1,"false","false",0,0,0,0,0,8,257,636022116,"true"
173.6,59916,50.72698333333334,1.5879183333333333,1,0,"false","false",0,0,0,0,0,11,147,244682000,"true"
162.7,59916,47.55390833333333,7.642631666666667,1,0,"true","true",-128,0,0,0,0,2,511,269056742,"true"
360,59916,13.688058333333334,100.58793333333332,1,0,"true","true",-128,0,0,0,0,13,511,567001623,"true"
90.9,59916,1.080695,103.89505333333334,1,8,"false","false",0,0,0,0,0,14,244,440982000,"true"
311.8,59916,1.3340683333333334,104.08063333333332,3,0,"false","false",-128,0,2.9,0,0,11,511,370591000,"true"
258.7,59916,29.585976666666667,-90.96530166666666,1,0,"true","false",0,0,0,0,0,12,303,367017960,"true"
111,59916,29.72609,-93.869835,1,15,"false","false",-128,0,0,0,0,9,511,368014720,"true"
247.9,59916,29.485988333333335,-94.40014500000001,1,3,"true","false",-7,0,4.5,0,0,13,249,368270390,"true"
314.5,59916,29.707543333333334,-95.046385,1,12,"true","true",0,0,0,0,0,14,0,367507220,"true"
188.9,59916,29.829348333333332,-93.98871666666668,1,12,"true","false",0,0,0,0,0,13,182,367703790,"true"
355.7,59916,53.54258333333333,9.978485000000001,1,0,"false","false",0,0,0,0,0,12,117,211896540,"true"
354.2,59916,36.60923666666667,-121.89284833333333,1,0,"true","false",20,0,0,0,0,13,511,369493166,"true"
227.3,59916,51.056601666666666,1.4145683333333332,3,0,"true","true",0,0,9.3,0,0,13,230,255801770,"true"
35.5,59916,34.60108666666667,135.14448333333334,1,0,"true","false",-127,0,21.9,0,0,14,33,431008279,"true"
219.1,59916,32.35323666666667,-118.36784666666668,3,0,"true","true",-128,0,13.3,0,0,10,511,369970638,"true"
171.5,59916,33.74005833333333,-118.18651166666668,3,5,"false","true",-128,0,0,0,0,10,511,366652000,"true"
85.4,59916,33.734543333333335,-119.22175833333334,1,0,"false","false",0,0,3.8,0,0,12,80,303879000,"true"
227.8,59916,33.461508333333335,-117.70600666666665,1,0,"false","false",-128,0,0.1,0,0,14,511,367134240,"true"
218.1,59916,35.89053333333333,14.518331666666667,1,5,"false","false",0,0,0,0,0,11,218,319177600,"true"
267.2,59916,49.55291333333333,-0.5049633333333333,3,0,"true","true",-128,0,2.5,0,0,13,511,227320490,"true"
209.7,59916,37.924319999999994,-122.41287000000001,3,5,"true","false",0,0,0,0,0,13,323,368126190,"true"
24,59916,60.11317333333333,5.156231666666667,3,5,"false","false",-128,0,0.1,0,0,9,511,259019670,"true"
0,59916,69.75736333333333,18.615806666666668,1,0,"false","false",0,0,0,0,0,13,256,257237420,"true"
313.8,59916,70.79119666666666,20.83251166666667,1,0,"false","false",0,0,3.6,0,0,13,313,245811000,"true"
320.2,59916,68.88716666666666,17.10728,3,0,"true","false",0,0,0,0,0,12,96,258017970,"true"
312.5,59916,51.68781666666666,-7.742683333333333,3,7,"true","true",127,0,4.1,0,0,13,312,250104640,"true"
10.4,59916,35.615315,139.94216833333334,3,1,"false","false",0,0,0.1,0,0,11,211,431019102,"true"
26.1,59916,58.14988,8.033633333333333,3,5,"true","false",-128,0,0.2,0,0,12,511,257556700,"true"
318.1,59916,38.19638666666666,15.563604999999999,1,15,"false","false",-10,0,0,0,0,13,245,247155900,"true"
297.6,59916,56.127065,12.309345,1,15,"false","true",-128,0,0,0,0,14,511,220257000,"true"
360,59916,59.32248666666667,18.038715,1,0,"false","false",-128,0,0,0,0,13,511,265587130,"true"
216.2,59916,51.727740000000004,-8.264725,3,1,"true","false",0,0,0.1,0,0,13,214,636093106,"true"
355,59916,51.825833333333335,4.032385,1,0,"true","false",0,0,0,0,0,11,219,245247000,"true"
0,59916,51.216703333333335,6.7429266666666665,3,0,"true","true",-128,0,0,0,0,13,511,244670227,"true"
110.8,59916,55.89763333333334,10.43875,1,0,"true","false",13,0,12.1,0,0,11,118,219019887,"true"
202.5,59916,10.72453,106.74822833333333,3,1,"false","false",-128,0,0,0,0,14,511,574408000,"true"
327.7,59916,47.951796666666674,-122.29772166666666,1,0,"true","false",-127,0,5.2,0,0,14,327,368027230,"true"
360,59916,20.802673333333335,106.90468000000001,3,0,"true","true",127,0,0.1,0,0,13,350,574120098,"true"
314.1,59916,10.29199,-75.54620166666668,1,8,"true","true",-128,0,0,0,0,11,511,730153872,"true"
260.9,59916,52.47553166666667,1.72993,3,0,"false","false",0,0,0,0,0,14,115,235109058,"true"
82.8,59916,50.79591833333333,-1.1090816666666667,1,0,"false","true",0,0,0,0,0,13,349,235069875,"true"
12.7,59916,35.097431666666665,-90.09946333333333,1,0,"false","false",-128,0,0,0,0,13,511,368165260,"true"
279.5,59916,45.612788333333334,13.808128333333334,3,5,"true","true",-128,0,0,0,0,28,511,247362400,"true"
360,59916,51.815756666666665,4.66301,3,0,"true","true",-128,0,0,0,0,13,511,244870943,"true"
236.6,59916,60.39949166666667,5.182478333333333,1,0,"false","false",0,0,0,0,0,13,3,257166000,"true"
360,59916,24.43252,117.87562666666666,3,5,"true","true",-128,0,0,0,0,12,511,413262840,"true"
32.6,59916,22.71464,120.26057833333333,1,15,"true","true",-128,0,0,0,0,7,511,416004081,"true"
60.4,59916,51.753481666666666,5.844315,1,0,"true","true",-128,0,0,0,1,13,511,244690471,"true"
105.4,59916,45.330325,12.349441666666667,3,0,"true","false",0,0,8.1,0,0,11,105,351805000,"true"
360,59916,49.48408333333334,0.11316833333333333,1,0,"true","true",-128,0,0.2,0,0,13,511,227609750,"true"
0,59916,53.33286,8.483545,1,0,"true","true",-128,0,0,0,0,10,511,211228010,"true"
54,59916,24.011158333333334,118.08496,1,0,"false","false",0,0,8.3,0,0,6,55,413343920,"true"
76.7,59916,53.945755,7.823013333333334,1,0,"false","false",5,0,6.2,0,0,11,81,244265000,"true"
360,59916,52.406455,4.887123333333333,1,15,"true","true",-128,0,0,0,0,13,511,244630373,"true"
92.2,59916,22.619888333333332,120.26975333333333,1,8,"true","true",127,0,1.5,0,0,13,88,416003885,"true"
177.4,59916,36.27124666666667,14.583991666666666,1,0,"true","false",0,0,0.3,0,0,10,23,636021915,"true"
315.3,59916,24.75202833333333,54.45328833333333,1,0,"true","false",127,0,1.1,0,0,14,279,470209000,"true"
92.8,59916,50.585845,-5.138116666666666,1,7,"false","false",0,0,7.4,0,0,12,100,235115945,"true"
359.9,59916,36.899385,27.288518333333332,1,4,"true","false",6,0,0,0,0,12,511,271002446,"true"
0,59916,51.908474999999996,4.583928333333334,1,15,"true","true",-128,0,0,0,0,13,511,244730891,"true"
0,59916,43.54832,7.016216666666667,3,0,"true","false",0,0,0,0,0,14,310,319168900,"true"
303.9,59916,39.243408333333335,-76.57075166666667,1,0,"false","false",127,0,0,0,0,14,82,367376440,"true"
140.7,59916,53.63037166666666,8.127738333333333,3,3,"true","false",0,0,0,0,0,14,340,211229200,"true"
0,59916,51.76101833333333,4.623533333333333,1,0,"true","true",-128,0,0,0,0,13,511,244620268,"true"
94,59916,40.72144166666667,28.892523333333333,1,0,"false","false",0,0,13.6,0,0,13,94,636020334,"true"
29,59916,39.80906,-75.414965,3,5,"false","false",0,0,0,0,0,1,350,368180650,"true"
252.7,59916,57.61989333333334,11.927401666666666,3,0,"true","false",0,0,0,0,0,12,266,265001100,"true"
360,59916,57.79548,10.924375,3,7,"false","false",0,0,0.2,0,0,13,107,211757470,"true"
255.2,59916,57.944226666666665,11.563428333333333,1,0,"true","false",0,0,0,0,0,11,111,265043000,"true"
248.8,59916,56.06514666666667,7.9546,3,3,"false","false",-28,0,0.4,0,0,11,174,240691000,"true"
320.3,59916,51.32967,3.1972066666666668,3,0,"false","false",0,0,0,0,0,12,197,205730000,"true"
165.3,59916,49.78916,8.411501666666666,1,0,"true","true",-128,0,6.6,0,1,13,511,205253790,"true"
360,59916,40.583351666666665,-73.94357666666666,3,15,"true","true",-128,0,0,0,0,13,511,367610930,"true"
265.6,59916,59.2714,17.847171666666668,1,0,"true","false",0,0,0,0,0,12,283,265546910,"true"
284.4,59916,51.96655833333333,4.044496666666666,3,5,"false","false",0,0,0,0,0,11,105,245385000,"true"
280.1,59916,39.60801333333333,-28.878345000000003,1,0,"false","false",8,0,9.9,0,0,14,287,565259000,"true"
286.5,59916,33.694023333333334,-7.628288333333333,3,1,"true","false",-9,0,0.1,0,0,8,218,311055300,"true"
283.8,59916,-34.59346333333334,-58.365678333333335,3,1,"true","true",-128,0,0,0,0,13,511,701808000,"true"
300.7,59916,48.521955000000005,-122.61455666666667,1,0,"false","false",0,0,0,0,0,24,66,366866930,"true"
193.4,59916,40.67724666666666,14.301413333333333,3,0,"false","false",0,0,23.2,0,0,12,191,247381800,"true"
198.1,59916,68.91557666666667,17.411336666666667,1,0,"false","false",0,0,1.4,0,0,12,183,257155000,"true"
118,59916,1.2654766666666668,103.811625,3,5,"false","false",0,0,0,0,0,14,238,375845000,"true"
198.7,59916,53.12418666666667,8.716890000000001,3,5,"false","false",0,0,0,0,0,7,200,235007990,"true"
0,59916,53.05843,8.866025,1,0,"false","false",-128,0,0,0,1,9,511,261186176,"true"
5.1,59916,53.12439833333334,8.732438333333333,1,0,"true","true",-128,0,0,0,0,10,511,211475930,"true"
360,59916,52.93522333333333,5.0355550000000004,1,7,"true","true",-128,0,0,0,0,13,511,244668000,"true"
206.9,59916,51.713305,4.798735,1,0,"true","true",-127,0,1.5,0,0,13,198,244710550,"true"
100.6,59916,35.057919999999996,129.040785,3,1,"true","false",0,0,0.1,0,0,8,253,353743000,"true"
127,59916,35.419914999999996,139.81677166666665,3,1,"true","false",-2,0,0.1,0,0,25,319,431933000,"true"
156.3,59916,52.473724999999995,1.7195633333333333,1,0,"false","false",0,0,0,0,0,14,80,235018872,"true"
134,59916,57.64586333333333,11.858845,1,0,"false","false",0,0,0,0,0,14,263,219032375,"true"
76.1,59916,68.74171500000001,17.022288333333332,3,5,"false","false",18,0,0,0,0,13,104,257020890,"true"
275.1,59916,49.51709,8.43194,1,0,"false","false",0,0,0,0,1,13,165,211486210,"true"
261.1,59916,51.40369833333333,3.41913,1,0,"false","false",0,0,8.8,0,0,14,259,245489000,"true"
265.1,59916,60.662211666666664,4.790136666666667,3,5,"true","false",0,0,0.1,0,0,13,5,257045380,"true"
208.7,59916,67.75430166666666,12.00563,1,0,"true","false",0,0,10.3,0,0,6,211,630001042,"true"
63.2,59916,37.87862,23.72731333333333,3,0,"true","false",7,0,0,0,0,14,149,229360000,"true"
184.5,59916,41.3318,2.1657583333333337,1,5,"true","false",0,0,6.2,0,0,11,185,538008923,"true"
360,59916,59.091638333333336,11.233088333333335,3,5,"true","true",-128,0,0,0,0,13,511,257061500,"true"
340.8,59916,58.00210666666667,4.876126666666667,1,0,"false","false",-11,0,17.6,0,0,12,343,256047000,"true"
192.9,59916,59.896566666666665,10.733073333333333,1,0,"false","false",0,0,0,0,0,13,311,258001750,"true"
129,59916,66.39327,12.829938333333333,1,15,"false","false",0,0,0.1,0,0,60,149,257029000,"true"
360,59916,51.90319,5.54512,1,3,"true","true",-128,0,0,0,0,3,511,244730115,"true"
193.9,59916,51.973735000000005,5.91453,3,5,"false","false",-128,0,0.1,0,1,12,511,269057616,"true"
210.1,59916,51.28305833333333,1.7889066666666666,1,0,"true","false",0,0,11.2,0,0,14,212,247325600,"true"
196.4,59916,53.98619,10.904833333333332,1,0,"false","false",127,0,7,0,0,13,195,211808740,"true"
360,59916,22.317386666666668,114.15030666666667,1,0,"true","true",-128,0,0,0,0,13,511,477996959,"true"
146.9,59916,55.709176666666664,21.124019999999998,2,15,"true","false",-128,0,0.1,0,0,11,511,277280000,"true"
360,59916,51.710296666666665,4.810919999999999,3,0,"true","true",-128,0,0,0,0,14,511,244630536,"true"
270,59916,30.059001666666667,-93.35479000000001,1,0,"true","true",0,0,0,0,0,14,163,367008750,"true"
126.7,59916,51.04581333333333,6.938536666666667,1,0,"true","false",0,0,5.3,0,2,8,128,269057466,"true"
86.1,59916,37.96548166666666,23.53035,1,0,"false","false",-128,0,0,6,0,13,511,239617600,"true"
360,59916,52.40643,4.863805,1,0,"true","true",-128,0,0.1,0,0,13,511,244670111,"true"
360,59916,55.98134,-3.17822,3,5,"false","false",0,0,0,0,0,12,228,232039877,"true"
31.6,59916,57.592258333333334,11.71802,1,0,"true","false",0,0,6.9,0,2,12,40,265002000,"true"
360,59916,51.89922,4.430485,1,15,"true","true",-128,0,0,0,0,14,511,244830126,"true"
79.9,59916,42.737361666666665,133.06681166666667,3,5,"false","false",5,0,0,0,0,14,131,372720000,"true"
204.7,59916,29.412036666666665,-93.61968666666667,1,0,"true","false",-4,0,1.3,0,0,10,210,255806059,"true"
123.1,59916,21.311638333333335,-157.8757916666667,3,11,"false","false",-127,0,5.3,0,0,12,123,338627000,"true"
0,59916,51.44775333333334,3.5859416666666664,1,0,"true","true",-128,0,0,0,0,13,511,244000878,"true"
75.1,59916,69.25859833333334,17.090428333333332,1,15,"true","false",4,0,0.1,0,0,13,280,257070230,"true"
167.6,59916,35.258709999999994,129.43523333333331,1,0,"false","false",12,0,8.1,0,0,53,177,538006084,"true"
0,59916,51.240685,4.41598,1,0,"false","true",-128,0,0,0,0,12,511,244670340,"true"
286.3,59916,42.698175,132.77228833333334,1,0,"true","false",0,0,10.2,0,0,13,284,273419340,"true"
354.5,59916,43.091985,131.89542,1,7,"true","true",-128,0,0,0,0,13,511,273451180,"true"
360,59916,51.05685833333334,6.917526666666666,3,0,"true","true",-128,0,0,0,0,13,511,211650870,"true"
144.9,59916,50.66036999999999,7.199891666666667,1,0,"true","true",-128,0,4.7,0,0,14,511,244670411,"true"
359.3,59916,51.47434833333333,3.7080683333333337,1,0,"false","false",0,0,0,0,0,13,329,244150499,"true"
271.5,59916,10.342006666666666,-75.50494,3,5,"false","false",0,0,0,0,0,12,100,730151013,"true"
186,59916,51.967710000000004,4.039645,1,0,"true","true",-128,0,0,0,0,12,511,244660627,"true"
360,59916,32.68974,-117.138775,1,0,"true","false",-128,0,0,0,0,11,511,367485260,"true"
91.2,59916,36.463385,14.764591666666666,1,0,"true","false",-5,0,12.9,0,0,10,89,563015300,"true"
235.2,59916,56.041783333333335,12.613063333333335,1,15,"true","true",-128,0,0,0,0,14,511,219005904,"true"
120.3,59916,28.362333333333332,-15.898795,3,0,"true","false",-36,0,14.1,0,0,59,113,255805627,"true"
360,59916,52.256825000000006,5.381426666666667,1,0,"false","false",-128,0,0,0,0,13,511,244615814,"true"
